"Gene","Tissue","Psychiatric disorder","Method","Nsnp","Beta","SE","OR","P-value","Q_Pvalue(MREgger)","Q_Pvalue(IVW)","P-value(Intercept)","PPH4"
"AAMDC","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.009","0.007","0.991","2.20e-01",NA,NA,NA,0.007453143
"COPG2","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.015","0.012","0.985","2.26e-01",NA,NA,NA,0.000457664
"SLC1A5","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.016","0.014","0.984","2.28e-01",NA,NA,NA,0.001263165
"LRRC40","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.021","0.017","0.980","2.29e-01",NA,NA,NA,0.000298511
"RAB17","Stem-cell-iPSC","DEP","Wald ratio",1," 0.009","0.007","1.009","2.33e-01",NA,NA,NA,0.005241652
"CASP6","Stem-cell-iPSC","DEP","Wald ratio",1," 0.015","0.013","1.016","2.36e-01",NA,NA,NA,0.002686069
"ATG3","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.024","0.020","0.977","2.37e-01",NA,NA,NA,0.000122754
"OXNAD1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.011","0.009","1.011","2.39e-01",NA,NA,NA,0.001597783
"CHPF2","Stem-cell-iPSC","DEP","Wald ratio",1," 0.010","0.009","1.010","2.45e-01",NA,NA,NA,0.0012594
"GSS","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.009","0.008","0.991","2.46e-01",NA,NA,NA,0.004285945
"SETD9","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.007","0.006","0.993","2.50e-01",NA,NA,NA,0.005417327
"YTHDC2","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.007","0.006","0.993","2.51e-01",NA,NA,NA,0.004510879
"GATM","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.011","0.009","0.989","2.52e-01",NA,NA,NA,0.000691767
"PRKAB1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.016","0.015","1.017","2.58e-01",NA,NA,NA,0.000181233
"ARFGEF1","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.018","0.016","0.982","2.64e-01",NA,NA,NA,5.62e-05
"PECR","Stem-cell-iPSC","DEP","Wald ratio",1," 0.011","0.010","1.011","2.66e-01",NA,NA,NA,4.31e-05
"SLC38A9","Stem-cell-iPSC","DEP","Wald ratio",1," 0.011","0.010","1.011","2.68e-01",NA,NA,NA,0.002090611
"CCDC97","Stem-cell-iPSC","DEP","Wald ratio",1," 0.009","0.008","1.009","2.75e-01",NA,NA,NA,0.000267362
"PPAP2C","Stem-cell-iPSC","DEP","Wald ratio",1," 0.011","0.010","1.011","2.75e-01",NA,NA,NA,0.000235941
"MTHFS","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.007","0.006","0.994","2.77e-01",NA,NA,NA,0.005118036
"NT5DC3","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.008","0.007","0.992","2.79e-01",NA,NA,NA,0.000184127
"CHRAC1","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.015","0.014","0.985","2.81e-01",NA,NA,NA,0.000212852
"GALNT3","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.007","0.007","0.993","2.85e-01",NA,NA,NA,0.003793771
"TGFB1I1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.009","0.009","1.009","2.85e-01",NA,NA,NA,0.003394607
"APOBEC3B","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.012","0.011","0.988","2.91e-01",NA,NA,NA,0.001160524
"NUDT2","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.008","0.008","0.992","2.94e-01",NA,NA,NA,0.005293758
"CKAP4","Stem-cell-iPSC","DEP","Wald ratio",1," 0.014","0.013","1.014","2.96e-01",NA,NA,NA,0.000262405
"VWA8","Stem-cell-iPSC","DEP","Wald ratio",1," 0.005","0.005","1.005","2.97e-01",NA,NA,NA,0.003946488
"RNPEP","Stem-cell-iPSC","DEP","Wald ratio",1," 0.016","0.015","1.016","2.97e-01",NA,NA,NA,0.000238998
"PDK1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.007","0.007","1.007","2.97e-01",NA,NA,NA,0.004011151
"FAM160A1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.009","0.009","1.009","3.06e-01",NA,NA,NA,0.00322571
"TAF6","Stem-cell-iPSC","DEP","Wald ratio",1," 0.012","0.011","1.012","3.06e-01",NA,NA,NA,0.000382345
"LRPPRC","Stem-cell-iPSC","DEP","Wald ratio",1," 0.006","0.006","1.006","3.06e-01",NA,NA,NA,0.003695977
"TTF2","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.008","0.008","0.992","3.06e-01",NA,NA,NA,0.003462572
"SRR","Stem-cell-iPSC","DEP","Wald ratio",1," 0.008","0.008","1.008","3.07e-01",NA,NA,NA,0.003560325
"GCSH","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.016","0.015","0.984","3.07e-01",NA,NA,NA,0.000426044
"SLC25A24","Stem-cell-iPSC","DEP","Wald ratio",1," 0.005","0.005","1.005","3.08e-01",NA,NA,NA,0.004267185
"SYDE1","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.009","0.009","0.991","3.11e-01",NA,NA,NA,0.000114955
"ALPL","Stem-cell-iPSC","DEP","Wald ratio",1," 0.010","0.009","1.010","3.11e-01",NA,NA,NA,0.000143137
"BBS4","Stem-cell-iPSC","DEP","Wald ratio",1," 0.011","0.011","1.011","3.17e-01",NA,NA,NA,0.001847245
"C4orf27","Stem-cell-iPSC","DEP","Wald ratio",1," 0.006","0.006","1.006","3.17e-01",NA,NA,NA,0.004491066
"ATM","Stem-cell-iPSC","DEP","Wald ratio",1," 0.009","0.009","1.009","3.17e-01",NA,NA,NA,0.001100871
"PPT1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.013","0.013","1.013","3.27e-01",NA,NA,NA,0.000150218
"SUN1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.015","0.015","1.015","3.28e-01",NA,NA,NA,0.000108646
