Psychiatric disorder,Risk phenotype,Method,Beta,Standard error,P-value,OR,OR_lci95,OR_uci95,Q Pvalue(MREgger),Q Pvalue(IVW),Intercept PValue
OCD,Operative procedures,MR Egger,-1.286392952,5.20594671,8.05E-01,2.76E-01,1.02E-05,7.46E+03,1.90E-08,2.06E-08,0.716297006
SCZ,smoking initiation ,MR Egger,0.124448613,0.50331545,8.05E-01,1.13E+00,4.22E-01,3.04E+00,2.26E-27,4.38E-27,0.991805771
ANX,Maternal smoking around birth ,MR Egger,1.971385652,7.877786743,8.06E-01,7.18E+00,1.41E-06,3.65E+07,6.71E-02,9.29E-02,0.956658032
ANX,Maternal smoking around birth ,MR Egger,1.971385652,7.877786743,8.06E-01,7.18E+00,1.41E-06,3.65E+07,6.71E-02,9.29E-02,0.956658032
ANX,Type 1 diabetes ,Weighted mode,0.010682835,0.043120744,8.06E-01,1.01E+00,9.29E-01,1.10E+00,8.90E-01,9.15E-01,0.917708647
SCZ,Type 2 diabetes ,MR Egger,-0.013147643,0.053837702,8.08E-01,9.87E-01,8.88E-01,1.10E+00,1.58E-15,2.37E-15,0.803993711
PTSD,Diabetes mellitus ,MR Egger,-0.012364632,0.050575906,8.08E-01,9.88E-01,8.94E-01,1.09E+00,1.22E-02,1.56E-02,0.98389506
OCD,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted median,-0.366259518,1.509673838,8.08E-01,6.93E-01,3.60E-02,1.34E+01,1.16E-08,1.08E-08,0.194371799
ANX,Mineral and other dietary supplements: Zinc ,MR Egger,14.34178993,46.30525066,8.09E-01,1.69E+06,6.50E-34,4.41E+45,8.67E-01,9.76E-01,0.910201837
ASD,Type 1 diabetes ,Weighted median,-0.002557438,0.010576598,8.09E-01,9.97E-01,9.77E-01,1.02E+00,8.90E-01,9.15E-01,0.917708647
ALZ,Rubella vaccination,MR Egger,0.000596368,0.002477666,8.10E-01,1.00E+00,9.96E-01,1.01E+00,3.94E-01,4.59E-01,0.991281933
SCZ,Maternal smoking around birth ,Simple mode,-0.168934864,0.6934377,8.11E-01,8.45E-01,2.17E-01,3.29E+00,5.93E-10,1.27E-09,0.833390174
BP,Fresh fruit intake ,Simple mode,-0.143146863,0.595623857,8.11E-01,8.67E-01,2.70E-01,2.79E+00,4.30E-01,4.17E-01,0.253656155
DEP,College completion ,Simple mode,-0.018261523,0.067315102,8.12E-01,9.82E-01,8.61E-01,1.12E+00,2.99E-02,5.22E-02,0.703106532
PTSD,Sleeplessness / insomnia ,Simple mode,0.195858257,0.816819215,8.12E-01,1.22E+00,2.45E-01,6.03E+00,1.01E-12,1.94E-12,0.955004357
ALZ,Viral infection,MR Egger,-0.694218629,2.929574858,8.13E-01,4.99E-01,1.60E-03,1.56E+02,3.94E-01,4.59E-01,0.744986651
ALZ,Primary sclerosing cholangitis ,Weighted median,-0.005995579,0.025406368,8.13E-01,9.94E-01,9.46E-01,1.04E+00,1.12E-06,2.74E-07,0.292191565
PTSD,Alzheimer's disease or family history of Alzheimer's disease ,MR Egger,0.009745654,0.041119901,8.14E-01,1.01E+00,9.32E-01,1.09E+00,3.67E-06,4.60E-06,0.570012981
ASD,Maternal smoking around birth ,MR Egger,1.212263839,5.065606419,8.15E-01,3.36E+00,1.64E-04,6.89E+04,6.71E-02,9.29E-02,0.956658032
ASD,Maternal smoking around birth ,MR Egger,1.212263839,5.065606419,8.15E-01,3.36E+00,1.64E-04,6.89E+04,6.71E-02,9.29E-02,0.956658032
DEP,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Simple mode,-0.234160367,0.989904269,8.15E-01,7.91E-01,1.14E-01,5.51E+00,7.34E-03,8.56E-03,0.527309938
ALZ,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,MR Egger,0.255400172,1.087845172,8.15E-01,1.29E+00,1.53E-01,1.09E+01,9.66E-02,1.06E-01,0.569460016
ANX,Type 1 diabetes ,Weighted median,0.009651952,0.041539585,8.16E-01,1.01E+00,9.31E-01,1.10E+00,8.90E-01,9.15E-01,0.917708647
ED,Living alone,Weighted median,0.289084416,1.244351621,8.16E-01,1.34E+00,1.17E-01,1.53E+01,3.88E-01,3.94E-01,0.750780149
SCZ,Maternal smoking around birth ,MR Egger,1.384816764,5.872472695,8.17E-01,3.99E+00,4.01E-05,3.98E+05,5.93E-10,1.27E-09,0.833390174
SCZ,Maternal smoking around birth ,MR Egger,1.384816764,5.872472695,8.17E-01,3.99E+00,4.01E-05,3.98E+05,5.93E-10,1.27E-09,0.833390174
OCD,Age at first birth ,Simple mode,0.055200525,0.237761935,8.17E-01,1.06E+00,6.63E-01,1.68E+00,3.41E-04,1.34E-04,0.098355856
ANX,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted mode,-0.852625826,3.668150495,8.18E-01,4.26E-01,3.22E-04,5.65E+02,8.01E-01,8.15E-01,0.468424168
ASD,Sleeplessness / insomnia ,Weighted mode,-0.150394113,0.649231135,8.18E-01,8.60E-01,2.41E-01,3.07E+00,4.11E-01,4.31E-01,0.461291419
ANX,Intelligence ,MR Egger,0.157198679,0.684104809,8.19E-01,1.17E+00,3.06E-01,4.47E+00,4.32E-01,4.45E-01,0.508952987
ADHD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Simple mode,0.426454389,1.846734193,8.19E-01,1.53E+00,4.10E-02,5.72E+01,1.75E-02,1.68E-02,0.349102587
SCZ,Maternal smoking around birth ,Simple mode,-0.168934864,0.725339534,8.19E-01,8.45E-01,2.04E-01,3.50E+00,5.93E-10,1.27E-09,0.833390174
SCZ,Type 1 diabetes ,Simple mode,-0.00540791,0.023535278,8.19E-01,9.95E-01,9.50E-01,1.04E+00,2.89E-07,1.77E-07,0.2824836
SCZ,Educational attainment,Inverse variance weighted,-0.009376738,0.041094861,8.20E-01,9.91E-01,9.14E-01,1.07E+00,2.71E-14,1.31E-14,0.011722259
BP,Type 2 diabetes ,Simple mode,0.014619569,0.063988192,8.20E-01,1.01E+00,8.95E-01,1.15E+00,6.07E-02,6.65E-02,0.613324742
ASD,Tea intake ,Simple mode,0.106330786,0.465974883,8.21E-01,1.11E+00,4.46E-01,2.77E+00,3.20E-02,3.75E-02,0.591047064
ED,Educational attainment,Weighted mode,1.269148595,5.615721649,8.21E-01,3.56E+00,5.90E-05,2.14E+05,4.18E-02,4.05E-02,0.177159832
BP,Chickenpox,Inverse variance weighted,0.197988164,0.876986385,8.21E-01,1.22E+00,2.19E-01,6.80E+00,4.33E-01,4.39E-01,0.869913031
ANX,Birth weight ,Simple mode,-0.116578548,0.515754507,8.22E-01,8.90E-01,3.24E-01,2.45E+00,3.36E-01,3.10E-01,0.144352315
BP,Living alone,MR Egger,0.314352923,1.393699328,8.22E-01,1.37E+00,8.92E-02,2.10E+01,3.88E-01,3.94E-01,0.750780149
OCD,Childhood obesity ,MR Egger,0.175118616,0.713619491,8.22E-01,1.19E+00,2.94E-01,4.83E+00,5.83E-01,4.44E-01,0.274383991
ANX,smoking initiation ,Simple mode,0.104165224,0.463625641,8.23E-01,1.11E+00,4.47E-01,2.75E+00,4.01E-01,4.31E-01,0.98282675
ALZ,Maternal smoking around birth ,MR Egger,-0.46956436,2.058395694,8.23E-01,6.25E-01,1.11E-02,3.53E+01,3.94E-01,4.59E-01,0.731119401
ASD,Age at first birth ,Weighted mode,-0.027720302,0.123270891,8.23E-01,9.73E-01,7.64E-01,1.24E+00,2.94E-01,3.06E-01,0.438959952
OCD,College completion ,MR Egger,1.42656257,5.006676775,8.23E-01,4.16E+00,2.28E-04,7.61E+04,6.04E-01,8.71E-01,0.943669546
DEP,Autoimmune diseases ,MR Egger,0.005726268,0.025555251,8.24E-01,1.01E+00,9.57E-01,1.06E+00,3.84E-01,4.13E-01,0.598546243
OCD,Congenital cytomegalovirus infection,Inverse variance weighted,0.034009754,0.152943287,8.24E-01,1.03E+00,7.67E-01,1.40E+00,8.28E-01,8.99E-01,0.740545056
ED,"Non-cancer illness code, self-reported: psoriasis ",Weighted median,0.246645652,1.11018046,8.24E-01,1.28E+00,1.45E-01,1.13E+01,1.37E-02,1.99E-02,0.881156109
SCZ,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Weighted mode,0.230785006,1.029112097,8.24E-01,1.26E+00,1.68E-01,9.47E+00,2.15E-03,1.93E-03,0.354157699
ED,Educational attainment,Simple mode,1.269148595,5.737634914,8.25E-01,3.56E+00,4.65E-05,2.72E+05,4.18E-02,4.05E-02,0.177159832
ED,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Simple mode,0.352790921,1.598699313,8.26E-01,1.42E+00,6.20E-02,3.27E+01,3.02E-02,3.57E-02,0.763537701
SCZ,"Non-cancer illness code, self-reported: psoriasis ",Weighted median,-0.153736767,0.706308286,8.28E-01,8.57E-01,2.15E-01,3.42E+00,2.85E-02,4.02E-02,0.958005122
OCD,Mumps,MR Egger,-0.00136349,0.006271971,8.28E-01,9.99E-01,9.86E-01,1.01E+00,1.53E-02,1.48E-02,0.172959629
ADHD,Diabetes mellitus ,Inverse variance weighted,0.004602289,0.02119873,8.28E-01,1.00E+00,9.64E-01,1.05E+00,3.41E-03,3.96E-03,0.548392213
PTSD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Weighted mode,-0.278953207,1.282825991,8.29E-01,7.57E-01,6.12E-02,9.35E+00,3.20E-10,5.07E-10,0.929020551
ASD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Weighted mode,0.421122078,1.928546554,8.29E-01,1.52E+00,3.48E-02,6.68E+01,8.84E-01,8.85E-01,0.371424741
ANX,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Simple mode,-1.214198022,5.606988429,8.30E-01,2.97E-01,5.01E-06,1.76E+04,8.01E-01,8.15E-01,0.468424168
ASD,smoking initiation ,Simple mode,0.068124345,0.31633775,8.30E-01,1.07E+00,5.76E-01,1.99E+00,4.01E-01,4.31E-01,0.98282675
OCD,Tea intake ,MR Egger,-0.162914781,0.755152083,8.31E-01,8.50E-01,1.93E-01,3.73E+00,1.11E-01,1.27E-01,0.630058391
OCD,Gestational diabetes (for exclusion) ,Simple mode,0.032009273,0.132402183,8.31E-01,1.03E+00,7.97E-01,1.34E+00,8.65E-01,9.15E-01,0.662995418
OCD,Qualifications: College or University degree ,Weighted mode,-0.280474963,1.330284131,8.33E-01,7.55E-01,5.57E-02,1.02E+01,7.01E-11,6.87E-12,0.008009552
ASD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,-0.603533992,2.777220901,8.33E-01,5.47E-01,2.37E-03,1.26E+02,6.13E-01,6.55E-01,0.48418943
ED,"Non-cancer illness code, self-reported: psoriasis ",MR Egger,0.288502556,1.348025036,8.33E-01,1.33E+00,9.50E-02,1.87E+01,1.37E-02,1.99E-02,0.881156109
ANX,Body mass index (BMI) ,Simple mode,0.093644642,0.445383053,8.34E-01,1.10E+00,4.59E-01,2.63E+00,4.09E-01,4.21E-01,0.751756581
OCD,Type 2 diabetes ,Weighted mode,0.01585939,0.075974494,8.35E-01,1.02E+00,8.75E-01,1.18E+00,1.63E-01,1.80E-01,0.96794149
OCD,Mumps,Inverse variance weighted,-0.00080865,0.003887828,8.35E-01,9.99E-01,9.92E-01,1.01E+00,1.53E-02,1.48E-02,0.172959629
OCD,Sleeplessness / insomnia ,Weighted mode,0.235680064,1.124073182,8.35E-01,1.27E+00,1.40E-01,1.15E+01,1.65E-10,2.97E-10,0.924188828
PTSD,Intelligence ,Inverse variance weighted,0.018116294,0.087401829,8.36E-01,1.02E+00,8.58E-01,1.21E+00,6.21E-49,1.56E-49,0.232036593
PTSD,Childhood obesity ,Weighted median,0.009481611,0.045769254,8.36E-01,1.01E+00,9.23E-01,1.10E+00,8.25E-01,9.21E-01,0.889812322
ANX,Iron intake,Weighted median,0.66500425,3.211219827,8.36E-01,1.94E+00,3.59E-03,1.05E+03,4.16E-26,3.96E-26,0.299589161
BP,Iron intake,Inverse variance weighted,0.169561423,0.819292934,8.36E-01,1.18E+00,2.38E-01,5.90E+00,4.26E-01,4.23E-01,0.225977787
ALZ,Primary sclerosing cholangitis ,Simple mode,0.009915962,0.047094203,8.37E-01,1.01E+00,9.21E-01,1.11E+00,1.12E-06,2.74E-07,0.292191565
DEP,Unspecified maternal hypertension,Weighted median,-0.000121447,0.000592322,8.38E-01,1.00E+00,9.99E-01,1.00E+00,1.28E-01,1.33E-01,0.809668802
ADHD,Nitrogen dioxide air pollution; 2010 ,Inverse variance weighted,0.091736745,0.448084743,8.38E-01,1.10E+00,4.55E-01,2.64E+00,1.11E-02,7.92E-03,0.374272917
ED,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",MR Egger,-4.082497725,18.34729673,8.38E-01,1.69E-02,4.07E-18,6.99E+13,3.55E-01,4.44E-01,0.731465866
ED,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",MR Egger,-4.082497725,18.34729673,8.38E-01,1.69E-02,4.07E-18,6.99E+13,3.55E-01,4.44E-01,0.731465866
ED,Gestational diabetes (for exclusion) ,MR Egger,-0.052434141,0.202313239,8.39E-01,9.49E-01,6.38E-01,1.41E+00,8.65E-01,9.15E-01,0.662995418
ED,Gestational diabetes (for exclusion) ,MR Egger,-0.052434141,0.202313239,8.39E-01,9.49E-01,6.38E-01,1.41E+00,8.65E-01,9.15E-01,0.662995418
OCD,Age at first birth ,MR Egger,0.078119287,0.382577516,8.39E-01,1.08E+00,5.11E-01,2.29E+00,3.41E-04,1.34E-04,0.098355856
PTSD,Ever taken cannabis ,Weighted mode,0.006866859,0.032627027,8.39E-01,1.01E+00,9.45E-01,1.07E+00,1.18E-01,1.36E-01,0.490034171
ASD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,-0.603533992,2.882166681,8.39E-01,5.47E-01,1.93E-03,1.55E+02,6.13E-01,6.55E-01,0.48418943
ASD,Autoimmune diseases ,MR Egger,0.007916273,0.038841545,8.39E-01,1.01E+00,9.34E-01,1.09E+00,9.36E-01,9.11E-01,0.166070761
OCD,Age-related hearing impairment (MTAG) ,Simple mode,0.177759246,0.868834956,8.39E-01,1.19E+00,2.18E-01,6.56E+00,6.59E-02,7.95E-02,0.672216691
OCD,Sleeplessness / insomnia ,Simple mode,-0.281105372,1.379636093,8.40E-01,7.55E-01,5.05E-02,1.13E+01,1.65E-10,2.97E-10,0.924188828
ED,Intelligence ,Simple mode,-0.060634786,0.300358186,8.40E-01,9.41E-01,5.22E-01,1.70E+00,1.44E-11,1.54E-11,0.454530892
PTSD,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Inverse variance weighted,-0.108215858,0.540599232,8.41E-01,8.97E-01,3.11E-01,2.59E+00,1.16E-08,1.08E-08,0.194371799
DEP,Primary biliary cirrhosis ,MR Egger,-0.003785752,0.01870547,8.42E-01,9.96E-01,9.60E-01,1.03E+00,7.11E-03,9.34E-03,0.653885458
ADHD,Congenital cytomegalovirus infection,MR Egger,0.132405356,0.524742788,8.43E-01,1.14E+00,4.08E-01,3.19E+00,2.33E-01,2.66E-01,0.523192313
ASD,Viral infection,MR Egger,-0.835470468,4.228889532,8.43E-01,4.34E-01,1.09E-04,1.73E+03,3.36E-23,4.02E-23,0.999304449
ANX,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Weighted mode,0.775814679,3.916060529,8.44E-01,2.17E+00,1.01E-03,4.68E+03,8.84E-01,8.85E-01,0.371424741
PTSD,Chickenpox,MR Egger,-0.557145219,2.849395499,8.45E-01,5.73E-01,2.15E-03,1.53E+02,9.62E-05,9.84E-05,0.428201041
BP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,MR Egger,-0.279611423,1.431361506,8.46E-01,7.56E-01,4.57E-02,1.25E+01,3.84E-01,4.14E-01,0.736685574
ANX,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Inverse variance weighted,-0.398981337,2.064748867,8.47E-01,6.71E-01,1.17E-02,3.84E+01,8.01E-01,8.15E-01,0.468424168
ASD,Autoimmune diseases ,Weighted mode,-0.006794999,0.034987117,8.47E-01,9.93E-01,9.27E-01,1.06E+00,9.36E-01,9.11E-01,0.166070761
ALZ,Mineral and other dietary supplements: Zinc ,MR Egger,-1.742381561,7.108027266,8.47E-01,1.75E-01,1.56E-07,1.97E+05,4.09E-01,7.09E-01,0.954863439
DEP,Serum 25-Hydroxyvitamin D levels ,Inverse variance weighted,-0.005188393,0.027004188,8.48E-01,9.95E-01,9.44E-01,1.05E+00,4.60E-05,9.74E-06,0.021248455
BP,Unspecified maternal hypertension,MR Egger,0.000303144,0.00157764,8.48E-01,1.00E+00,9.97E-01,1.00E+00,1.28E-01,1.33E-01,0.809668802
OCD,Gestational diabetes (for exclusion) ,Simple mode,0.032009273,0.146880598,8.48E-01,1.03E+00,7.74E-01,1.38E+00,8.65E-01,9.15E-01,0.662995418
PTSD,Gestational diabetes (for exclusion) ,MR Egger,0.019362566,0.092591059,8.48E-01,1.02E+00,8.50E-01,1.22E+00,4.04E-01,3.28E-02,0.070558576
PTSD,Gestational diabetes (for exclusion) ,MR Egger,0.019362566,0.092591059,8.48E-01,1.02E+00,8.50E-01,1.22E+00,4.04E-01,3.28E-02,0.070558576
PTSD,Age-related hearing impairment (MTAG) ,Weighted median,0.051430843,0.269798,8.49E-01,1.05E+00,6.20E-01,1.79E+00,7.86E-03,9.80E-03,0.618456104
ALZ,Birth weight ,Weighted median,-0.012789277,0.067171806,8.49E-01,9.87E-01,8.66E-01,1.13E+00,1.47E-03,1.71E-03,0.700392849
ASD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted median,0.309776023,1.646133021,8.51E-01,1.36E+00,5.41E-02,3.43E+01,6.13E-01,6.55E-01,0.48418943
ASD,Sleeplessness / insomnia ,MR Egger,-0.247275615,1.307444276,8.51E-01,7.81E-01,6.02E-02,1.01E+01,4.11E-01,4.31E-01,0.461291419
ANX,Alzheimer's disease or family history of Alzheimer's disease ,Inverse variance weighted,-0.013385825,0.071347773,8.51E-01,9.87E-01,8.58E-01,1.13E+00,1.20E-02,1.54E-02,0.736557952
ASD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted median,0.309776023,1.667003693,8.53E-01,1.36E+00,5.19E-02,3.58E+01,6.13E-01,6.55E-01,0.48418943
ASD,Age-related hearing impairment (MTAG) ,MR Egger,0.159901832,0.854897876,8.53E-01,1.17E+00,2.20E-01,6.27E+00,5.47E-01,6.00E-01,0.791362667
ANX,Alzheimer's disease or family history of Alzheimer's disease ,MR Egger,0.024519325,0.133058082,8.55E-01,1.02E+00,7.90E-01,1.33E+00,1.20E-02,1.54E-02,0.736557952
ASD,Diabetes mellitus ,MR Egger,-0.008506494,0.046624602,8.56E-01,9.92E-01,9.05E-01,1.09E+00,2.98E-01,2.88E-01,0.274908982
ANX,Childhood obesity ,MR Egger,0.139452149,0.707204902,8.56E-01,1.15E+00,2.87E-01,4.60E+00,1.25E-01,2.14E-01,0.857272036
ED,Nitrogen dioxide air pollution; 2010 ,Inverse variance weighted,-0.165129356,0.91368192,8.57E-01,8.48E-01,1.41E-01,5.08E+00,1.60E-01,1.05E-01,0.241107647
ANX,Iron intake,Inverse variance weighted,0.37136169,2.064611373,8.57E-01,1.45E+00,2.53E-02,8.29E+01,4.16E-26,3.96E-26,0.299589161
OCD,smoking initiation ,Simple mode,-0.093969827,0.523303691,8.58E-01,9.10E-01,3.26E-01,2.54E+00,8.00E-04,7.40E-04,0.310689123
DEP,Viral infection,Weighted median,-0.146233042,0.829070471,8.60E-01,8.64E-01,1.70E-01,4.39E+00,1.78E-01,1.81E-01,0.513512517
ANX,Primary sclerosing cholangitis ,Inverse variance weighted,0.006518253,0.037078152,8.60E-01,1.01E+00,9.36E-01,1.08E+00,3.17E-01,3.92E-01,0.843794435
ADHD,Extraversion,Weighted median,-0.000339485,0.001933909,8.61E-01,1.00E+00,9.96E-01,1.00E+00,3.79E-20,3.65E-20,0.300348565
ASD,College completion ,Weighted median,0.025748645,0.147790284,8.62E-01,1.03E+00,7.68E-01,1.37E+00,2.99E-02,5.22E-02,0.703106532
BP,Intelligence ,Inverse variance weighted,0.01478146,0.084923583,8.62E-01,1.01E+00,8.59E-01,1.20E+00,4.32E-01,4.45E-01,0.508952987
ADHD,Educational attainment,Weighted mode,0.630750884,3.633508152,8.62E-01,1.88E+00,1.52E-03,2.33E+03,7.40E-79,6.12E-79,0.267199899
ASD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,-0.464399977,2.623412106,8.64E-01,6.29E-01,3.67E-03,1.07E+02,6.13E-01,6.55E-01,0.48418943
DEP,Intelligence ,Weighted median,0.006006811,0.035210895,8.65E-01,1.01E+00,9.39E-01,1.08E+00,1.44E-11,1.54E-11,0.454530892
ASD,Current employment status: Unemployed,Inverse variance weighted,0.084922582,0.498963714,8.65E-01,1.09E+00,4.09E-01,2.89E+00,1.31E-27,1.37E-27,0.437673351
ASD,Current employment status: Unemployed,Inverse variance weighted,0.084922582,0.498963714,8.65E-01,1.09E+00,4.09E-01,2.89E+00,1.31E-27,1.37E-27,0.437673351
SCZ,"Non-cancer illness code, self-reported: diabetes ",Weighted mode,-0.117075423,0.685174311,8.65E-01,8.90E-01,2.32E-01,3.41E+00,4.96E-12,7.92E-12,0.810494062
ASD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,-0.464399977,2.657373012,8.66E-01,6.29E-01,3.44E-03,1.15E+02,6.13E-01,6.55E-01,0.48418943
DEP,Maternal smoking around birth ,MR Egger,-0.275311288,1.599749383,8.66E-01,7.59E-01,3.30E-02,1.75E+01,1.26E-03,2.10E-03,0.872675286
DEP,Maternal smoking around birth ,MR Egger,-0.275311288,1.599749383,8.66E-01,7.59E-01,3.30E-02,1.75E+01,1.26E-03,2.10E-03,0.872675286
ADHD,Ever taken cannabis ,Weighted mode,0.005185272,0.02936654,8.67E-01,1.01E+00,9.49E-01,1.06E+00,1.40E-01,1.91E-01,0.620876264
ASD,Congenital cytomegalovirus infection,Simple mode,0.043217575,0.245914358,8.67E-01,1.04E+00,6.45E-01,1.69E+00,2.33E-01,2.66E-01,0.523192313
BP,Current employment status: Retired,Weighted median,-0.01889173,0.113298728,8.68E-01,9.81E-01,7.86E-01,1.23E+00,1.57E-01,1.63E-01,0.964580618
OCD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted mode,0.601629946,3.588154868,8.68E-01,1.83E+00,1.61E-03,2.07E+03,1.50E-01,1.78E-01,0.835795114
PTSD,Operative procedures,Inverse variance weighted,-0.184865023,1.112096851,8.68E-01,8.31E-01,9.40E-02,7.35E+00,1.90E-08,2.06E-08,0.716297006
ANX,Primary sclerosing cholangitis ,Simple mode,0.015387264,0.09061048,8.68E-01,1.02E+00,8.50E-01,1.21E+00,3.17E-01,3.92E-01,0.843794435
ALZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",MR Egger,0.7923016,4.612890005,8.68E-01,2.21E+00,2.62E-04,1.86E+04,1.90E-01,2.58E-01,0.772673041
ALZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",MR Egger,0.7923016,4.612890005,8.68E-01,2.21E+00,2.62E-04,1.86E+04,1.90E-01,2.58E-01,0.772673041
ASD,Type 1 diabetes ,Inverse variance weighted,-0.001224544,0.007403425,8.69E-01,9.99E-01,9.84E-01,1.01E+00,8.90E-01,9.15E-01,0.917708647
ASD,Diabetes mellitus ,Weighted median,-0.005726094,0.034738165,8.69E-01,9.94E-01,9.29E-01,1.06E+00,2.98E-01,2.88E-01,0.274908982
SCZ,"Non-cancer illness code, self-reported: psoriasis ",Weighted mode,-0.115268196,0.693025886,8.70E-01,8.91E-01,2.29E-01,3.47E+00,2.85E-02,4.02E-02,0.958005122
BP,Caffeine,Inverse variance weighted,0.053373666,0.326709192,8.70E-01,1.05E+00,5.56E-01,2.00E+00,1.66E-01,1.66E-01,0.347532961
SCZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,0.336984075,2.006029781,8.71E-01,1.40E+00,2.75E-02,7.14E+01,5.73E-01,1.51E-01,0.040689839
BP,Body mass index (BMI) ,Simple mode,0.031120137,0.191640147,8.71E-01,1.03E+00,7.09E-01,1.50E+00,4.09E-01,4.21E-01,0.751756581
ASD,Unspecified maternal hypertension,Inverse variance weighted,-0.000208678,0.001292135,8.72E-01,1.00E+00,9.97E-01,1.00E+00,1.20E-09,9.55E-10,0.089885104
PTSD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Weighted mode,-0.30591956,1.882212521,8.72E-01,7.36E-01,1.84E-02,2.95E+01,2.15E-03,1.93E-03,0.354157699
ASD,Living alone,Weighted median,-0.179553581,1.118001517,8.72E-01,8.36E-01,9.34E-02,7.48E+00,2.91E-16,3.32E-16,0.857891204
ANX,Birth weight ,Inverse variance weighted,0.020739762,0.12927267,8.73E-01,1.02E+00,7.92E-01,1.32E+00,3.36E-01,3.10E-01,0.144352315
ANX,Type 1 diabetes ,Simple mode,0.010682835,0.066138451,8.73E-01,1.01E+00,8.88E-01,1.15E+00,8.90E-01,9.15E-01,0.917708647
ALZ,Neuroticism score ,Inverse variance weighted,-0.004543465,0.028388371,8.73E-01,9.95E-01,9.42E-01,1.05E+00,2.23E-09,1.77E-09,0.286766747
DEP,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted median,-0.075685697,0.475142467,8.73E-01,9.27E-01,3.65E-01,2.35E+00,1.50E-01,1.78E-01,0.835795114
ASD,Heart rate ,Simple mode,0.002889393,0.017818804,8.74E-01,1.00E+00,9.68E-01,1.04E+00,2.36E-01,2.98E-01,0.944759356
ALZ,Age at first birth ,Weighted mode,-0.012589087,0.079049375,8.74E-01,9.87E-01,8.46E-01,1.15E+00,2.37E-02,2.09E-02,0.250744821
ALZ,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Simple mode,-3.254828857,18.91586314,8.74E-01,3.86E-02,3.05E-18,4.87E+14,3.63E-01,7.16E-02,0.156832002
ASD,Caffeine,Inverse variance weighted,-0.07057517,0.449557209,8.75E-01,9.32E-01,3.86E-01,2.25E+00,9.17E-15,7.36E-15,0.123982374
SCZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,0.336984075,2.080015706,8.75E-01,1.40E+00,2.38E-02,8.26E+01,5.73E-01,1.51E-01,0.040689839
ALZ,Autoimmune diseases ,Simple mode,0.011581403,0.073396398,8.75E-01,1.01E+00,8.76E-01,1.17E+00,1.10E-02,1.18E-02,0.443144672
ALZ,Heart rate ,Weighted mode,-0.002254587,0.014117746,8.75E-01,9.98E-01,9.71E-01,1.03E+00,2.96E-01,3.66E-01,0.960257877
ADHD,Educational attainment,Simple mode,0.630750884,4.060300787,8.77E-01,1.88E+00,6.57E-04,5.37E+03,7.40E-79,6.12E-79,0.267199899
ASD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",MR Egger,-0.822657164,5.137571375,8.77E-01,4.39E-01,1.86E-05,1.04E+04,6.13E-01,6.55E-01,0.48418943
ASD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",MR Egger,-0.822657164,5.137571375,8.77E-01,4.39E-01,1.86E-05,1.04E+04,6.13E-01,6.55E-01,0.48418943
OCD,Primary biliary cirrhosis ,MR Egger,-0.011159945,0.071478479,8.78E-01,9.89E-01,8.60E-01,1.14E+00,7.11E-03,9.34E-03,0.653885458
