Gene,Tissue,Psychiatric disorder,Method,Nsnp,Beta,SE,OR,P-value,Q_Pvalue(MREgger),Q_Pvalue(IVW),P-value(Intercept),PPH4
PPP2R2C,Fetal Brain,ASD,Wald ratio,1,0.233,0.298,1.262,0.435,NA,NA,NA,0.010090613
HPCAL4,Fetal Brain,ASD,Wald ratio,1,0.216,0.277,1.241,0.435,NA,NA,NA,0.011524584
TMEM51,Fetal Brain,ASD,Wald ratio,1,-0.202,0.259,0.817,0.435,NA,NA,NA,0.011179369
ALLC,Fetal Brain,ASD,Wald ratio,1,-0.768,0.985,0.464,0.435,NA,NA,NA,0.011780482
STX4,Fetal Brain,ASD,Wald ratio,1,0.697,0.894,2.007,0.436,NA,NA,NA,0.020821591
IFT140,Fetal Brain,ASD,Wald ratio,1,0.506,0.649,1.658,0.436,NA,NA,NA,0.020832745
PDP2,Fetal Brain,ASD,Wald ratio,1,1.15,1.476,3.158,0.436,NA,NA,NA,0.020825433
NR3C1,Fetal Brain,ASD,Wald ratio,1,1.712,2.204,5.543,0.437,NA,NA,NA,0.01278876
HM13,Fetal Brain,ASD,Wald ratio,1,0.784,1.011,2.191,0.438,NA,NA,NA,0.012647988
ZFPM2,Fetal Brain,ASD,Wald ratio,1,-0.492,0.634,0.611,0.438,NA,NA,NA,0.011548625
CPEB2,Fetal Brain,ASD,Wald ratio,1,0.988,1.275,2.687,0.438,NA,NA,NA,0.009197287
PKD2L2,Fetal Brain,ASD,Wald ratio,1,0.818,1.06,2.267,0.44,NA,NA,NA,0.021237553
SF3A2,Fetal Brain,ASD,Wald ratio,1,-0.372,0.482,0.69,0.441,NA,NA,NA,0.02116294
CAMTA1,Fetal Brain,ASD,MR Egger,4,-0.16,0.167,0.852,0.441,0.545536705,0.511380497,0.405369882,0.007933816
SEPW1,Fetal Brain,ASD,Wald ratio,1,0.612,0.794,1.844,0.441,NA,NA,NA,0.009817536
MAP3K14,Fetal Brain,ASD,Wald ratio,1,-1.567,2.034,0.209,0.441,NA,NA,NA,0.010401891
DSTYK,Fetal Brain,ASD,Wald ratio,1,0.239,0.311,1.27,0.442,NA,NA,NA,0.009481579
