"Gene","Tissue","Psychiatric disorder","Method","Nsnp","Beta","SE","OR","P-value","Q_Pvalue(MREgger)","Q_Pvalue(IVW)","P-value(Intercept)","PPH4"
"GHRL","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.043","0.026","0.958","9.76e-02",NA,NA,NA,0.025529949
"MYRFL","Brain Prefrontal cortex","ED","Wald ratio",1," 0.042","0.025","1.043","9.77e-02",NA,NA,NA,0.02913062
"GAS7","Brain Prefrontal cortex","ED","Wald ratio",1," 0.055","0.033","1.056","1.01e-01",NA,NA,NA,0.025988655
"MARCHF6","Brain Prefrontal cortex","ED","Wald ratio",1," 0.048","0.029","1.049","1.01e-01",NA,NA,NA,0.04018045
"ABCB8","Brain Prefrontal cortex","ED","Wald ratio",1," 0.050","0.031","1.051","1.03e-01",NA,NA,NA,0.038078725
"DOCK8","Brain Prefrontal cortex","ED","Wald ratio",1," 0.066","0.040","1.068","1.03e-01",NA,NA,NA,0.02518586
"MYT1L","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.050","0.031","0.952","1.04e-01",NA,NA,NA,0.022965604
"DNAH11","Brain Prefrontal cortex","ED","Wald ratio",1," 0.047","0.029","1.048","1.06e-01",NA,NA,NA,0.025663771
"METTL4","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.039","0.024","0.962","1.06e-01",NA,NA,NA,0.028196794
"RFTN1","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.068","0.042","0.935","1.07e-01",NA,NA,NA,0.060804539
"TRARG1","Brain Prefrontal cortex","ED","Wald ratio",1," 0.049","0.031","1.050","1.08e-01",NA,NA,NA,0.025515405
"MYO5B","Brain Prefrontal cortex","ED","Wald ratio",1," 0.046","0.029","1.047","1.11e-01",NA,NA,NA,0.028727048
"PREX1","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.071","0.044","0.932","1.12e-01",NA,NA,NA,0.030238754
"HTATIP2","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.055","0.035","0.946","1.14e-01",NA,NA,NA,0.022991766
