"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"SEC31B","Brain Hippocampus","OCD","Wald ratio",1,0.032,0.093,1.033,0.73,NA,NA,NA,0.005005061
"KCTD21","Brain Hippocampus","OCD","Wald ratio",1,-0.022,0.064,0.978,0.73,NA,NA,NA,0.013533332
"KCTD21-AS1","Brain Hippocampus","OCD","Wald ratio",1,0.009,0.025,1.009,0.73,NA,NA,NA,0.013533502
"ALG8","Brain Hippocampus","OCD","Wald ratio",1,-0.024,0.071,0.976,0.73,NA,NA,NA,0.000895084
"RAB15","Brain Hippocampus","OCD","Wald ratio",1,-0.15,0.437,0.86,0.731,NA,NA,NA,0.003473071
"TES","Brain Hippocampus","OCD","Wald ratio",1,0.037,0.109,1.038,0.731,NA,NA,NA,0.000214361
"GNG10","Brain Hippocampus","OCD","Wald ratio",1,-0.02,0.06,0.98,0.731,NA,NA,NA,0.013877018
"POLR2E","Brain Hippocampus","OCD","Wald ratio",1,-0.061,0.178,0.941,0.732,NA,NA,NA,0.017920483
"ARL1","Brain Hippocampus","OCD","Wald ratio",1,0.055,0.16,1.056,0.732,NA,NA,NA,0.021598695
"MOGS","Brain Hippocampus","OCD","Wald ratio",1,0.037,0.109,1.038,0.733,NA,NA,NA,0.000562168
"ACTR10","Brain Hippocampus","OCD","Wald ratio",1,-0.048,0.142,0.953,0.734,NA,NA,NA,0.034822285
"IFI27L2","Brain Hippocampus","OCD","Wald ratio",1,0.03,0.088,1.03,0.734,NA,NA,NA,0.015845745
"STAP2","Brain Hippocampus","OCD","Wald ratio",1,-0.021,0.061,0.98,0.735,NA,NA,NA,0.013837032
"SUPT3H","Brain Hippocampus","OCD","Wald ratio",1,0.018,0.053,1.018,0.736,NA,NA,NA,0.011959549
"FXYD4","Brain Hippocampus","OCD","Wald ratio",1,0.032,0.095,1.032,0.737,NA,NA,NA,0.00935498
"FIBIN","Brain Hippocampus","OCD","Wald ratio",1,0.023,0.069,1.023,0.737,NA,NA,NA,0.006289744
"PTPN13","Brain Hippocampus","OCD","Inverse variance weighted",2,0.021,0.063,1.021,0.737,NA,0.281251387,NA,0.028186838
"BDH2","Brain Hippocampus","OCD","Wald ratio",1,-0.032,0.094,0.969,0.737,NA,NA,NA,0.013923814
"TMEM235","Brain Hippocampus","OCD","Inverse variance weighted",2,-0.044,0.131,0.957,0.737,NA,0.360903032,NA,0.002099274
"CENPA","Brain Hippocampus","OCD","Wald ratio",1,-0.024,0.072,0.976,0.737,NA,NA,NA,7.62e-05
"KIF25-AS1","Brain Hippocampus","OCD","Wald ratio",1,-0.01,0.029,0.99,0.738,NA,NA,NA,0.013588049
"GTF2A1-AS1","Brain Hippocampus","OCD","Wald ratio",1,0.018,0.054,1.018,0.738,NA,NA,NA,6.82e-05
"EEF1A1P23","Brain Hippocampus","OCD","Wald ratio",1,-0.013,0.039,0.987,0.741,NA,NA,NA,0.013417955
"AQP4-AS1","Brain Hippocampus","OCD","Wald ratio",1,-0.012,0.037,0.988,0.742,NA,NA,NA,0.013316437
"PRXL2B","Brain Hippocampus","OCD","Wald ratio",1,-0.059,0.179,0.943,0.742,NA,NA,NA,0.008224293
"IFRD1","Brain Hippocampus","OCD","Wald ratio",1,-0.038,0.116,0.963,0.742,NA,NA,NA,0.003831713
"BPHL","Brain Hippocampus","OCD","Wald ratio",1,-0.035,0.106,0.966,0.742,NA,NA,NA,0.033745349
"CDH5","Brain Hippocampus","OCD","Wald ratio",1,0.026,0.079,1.026,0.743,NA,NA,NA,3.93e-05
"ADCY10P1","Brain Hippocampus","OCD","Wald ratio",1,-0.021,0.065,0.979,0.743,NA,NA,NA,0.018753123
"NWD1","Brain Hippocampus","OCD","Wald ratio",1,0.051,0.156,1.052,0.744,NA,NA,NA,0.028734371
"WDR41","Brain Hippocampus","OCD","Wald ratio",1,0.028,0.087,1.029,0.744,NA,NA,NA,0.001342057
"CCDC54-AS1","Brain Hippocampus","OCD","Inverse variance weighted",2,0.026,0.078,1.026,0.744,NA,0.263638648,NA,0.001423524
"RICTOR","Brain Hippocampus","OCD","Wald ratio",1,0.021,0.066,1.022,0.746,NA,NA,NA,2.72e-05
"BBS9","Brain Hippocampus","OCD","Wald ratio",1,-0.025,0.078,0.975,0.746,NA,NA,NA,0.012782897
"AKAP1","Brain Hippocampus","OCD","Wald ratio",1,0.028,0.085,1.028,0.746,NA,NA,NA,0.016092493
"SULT1C2","Brain Hippocampus","OCD","Wald ratio",1,0.009,0.029,1.009,0.746,NA,NA,NA,0.017765856
"BAALC","Brain Hippocampus","OCD","Wald ratio",1,-0.035,0.109,0.966,0.747,NA,NA,NA,0.007589471
"PAX8","Brain Hippocampus","OCD","Wald ratio",1,-0.009,0.029,0.991,0.747,NA,NA,NA,0.013883302
"PAX8-AS1","Brain Hippocampus","OCD","Wald ratio",1,-0.009,0.028,0.991,0.747,NA,NA,NA,0.013883302
"IKBKE","Brain Hippocampus","OCD","Wald ratio",1,-0.019,0.06,0.981,0.747,NA,NA,NA,0.020528132
"LINC01232","Brain Hippocampus","OCD","Wald ratio",1,0.026,0.081,1.026,0.748,NA,NA,NA,0.013433285
"MIB1","Brain Hippocampus","OCD","Wald ratio",1,-0.027,0.084,0.973,0.748,NA,NA,NA,0.016197897
"NKILA","Brain Hippocampus","OCD","Wald ratio",1,-0.019,0.06,0.981,0.748,NA,NA,NA,0.000259895
"LINC01176","Brain Hippocampus","OCD","Wald ratio",1,0.021,0.067,1.022,0.75,NA,NA,NA,0.005923683
