Psychiatric disorder,Risk phenotype,Method,Beta,Standard error,P-value,OR,OR_lci95,OR_uci95,Q Pvalue(MREgger),Q Pvalue(IVW),Intercept PValue
BP,Autoimmune diseases ,Weighted median,-0.078374642,0.025419637,0.002047654,0.924617961,0.87967995,0.971851607,0.936475234,0.910810335,0.166070761
PTSD,Qualifications: College or University degree ,Inverse variance weighted,-0.497935662,0.1625319,0.002186779,0.607784037,0.441976668,0.835793975,7.01E-11,6.87E-12,0.008009552
SCZ,Neuroticism score ,Weighted mode,0.200681051,0.064601505,0.002389955,1.222234879,1.076873679,1.387217581,1.78E-29,3.12E-29,0.849084363
ED,Unable to work because of sickness or disability,MR Egger,2.400081135,0.792918817,0.002513852,11.02407078,2.330214337,52.15405925,0.08396925,0.086891469,0.9157505
SCZ,Current employment status: Unemployed,Inverse variance weighted,-1.132158377,0.376759805,0.002655921,0.322336781,0.154030046,0.674550214,0.001184416,0.00121597,0.485133606
SCZ,Current employment status: Unemployed,Inverse variance weighted,-1.132158377,0.376759805,0.002655921,0.322336781,0.154030046,0.674550214,0.001184416,0.00121597,0.485133606
ED,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Inverse variance weighted,36.89348857,12.38710219,0.002897771,1.05E+16,300970.7243,3.69E+26,0.685871313,0.828609526,0.950948447
ED,Caffeine,MR Egger,3.218938317,1.081721672,0.002970979,25.00156235,3.000454688,208.3277986,0.165535111,0.165958161,0.347532961
SCZ,Neuroticism score ,Simple mode,0.219078962,0.072468134,0.003090779,1.244929575,1.080086812,1.434930627,1.78E-29,3.12E-29,0.849084363
ADHD,Maternal smoking around birth ,Simple mode,4.71817689,1.326540398,0.003158287,111.9639439,8.315803245,1507.482123,0.000455772,0.000101393,0.17534613
DEP,Trauma exposure ,Weighted median,0.118502141,0.040297317,0.003274762,1.125809284,1.04031068,1.218334646,0.715846263,0.777849379,0.565530554
DEP,Iron intake,Weighted median,-1.433637482,0.489177882,0.003381906,0.238440022,0.091407648,0.621979072,0.425825758,0.422716305,0.225977787
SCZ,Type 1 diabetes ,Weighted median,-0.024611867,0.008432648,0.003515617,0.975688535,0.9596949,0.99194871,2.89E-07,1.77E-07,0.2824836
BP,Type 1 diabetes ,Weighted mode,-0.01956661,0.00630109,0.003534012,0.980623574,0.968587217,0.992809503,0.889924816,0.914578249,0.917708647
DEP,Age at first birth ,Simple mode,-0.135183864,0.044291713,0.003603341,0.873555282,0.800918871,0.952779186,0.000341239,0.000134204,0.098355856
ANX,Educational attainment,MR Egger,0.598820775,0.205463164,0.003613345,1.819971379,1.216664348,2.722440107,7.40E-79,6.12E-79,0.267199899
BP,"Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault to yourself ",Inverse variance weighted,5.587591227,1.921430378,0.003637049,267.0914815,6.181665207,11540.23343,NA,0.743116708,NA
DEP,smoking initiation ,Weighted mode,0.252107891,0.085093241,0.003989214,1.286734857,1.089071108,1.520274094,0.000800078,0.000740461,0.310689123
ANX,Neuroticism score ,MR Egger,1.005725553,0.343850489,0.004185593,2.733890136,1.393444298,5.363799101,0.116157396,0.088506609,0.078855935
ADHD,Sleeplessness / insomnia ,Weighted median,0.777127585,0.271738265,0.004238566,2.175215163,1.27700895,3.705190166,7.23E-19,7.99E-19,0.546926226
ED,Neuroticism score ,Weighted median,-0.127329844,0.044695342,0.004387904,0.880443216,0.806595711,0.961051796,1.55E-10,6.41E-11,0.134958317
BP,Type 1 diabetes ,Simple mode,0.0765711,0.025463364,0.004598756,1.079578946,1.027021542,1.134825953,0.889924816,0.914578249,0.917708647
SCZ,Body mass index (BMI) ,Inverse variance weighted,-0.153360538,0.054221259,0.004677827,0.857820389,0.771333684,0.954004519,6.63E-60,1.01E-59,0.813425492
ANX,Qualifications: College or University degree ,Inverse variance weighted,-0.793002119,0.284602156,0.005330476,0.452484342,0.259027163,0.790427063,1.18E-25,1.37E-25,0.526042364
ED,Childhood asthma (age<16) ,Inverse variance weighted,25.98362488,9.33627172,0.005384493,1.93E+11,2174.452763,1.71E+19,NA,0.39576735,NA
DEP,Part of a multiple birth ,Wald ratio,6.442037127,2.319133366,0.005473204,627.6841707,6.662772769,59132.65119,NA,NA,NA
BP,Primary sclerosing cholangitis ,Inverse variance weighted,-0.04258545,0.015332912,0.005479767,0.958308575,0.929937446,0.987545268,0.316985214,0.391643836,0.843794435
ASD,Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia') ,Wald ratio,25.72071322,9.269319779,0.005523191,1.48E+11,1906.160814,1.15E+19,NA,NA,NA
PTSD,smoking initiation ,Weighted median,0.302333039,0.109234614,0.005644642,1.353011757,1.092242799,1.676038348,2.26E-27,4.38E-27,0.991805771
ANX,Unable to work because of sickness or disability,Inverse variance weighted,-1.957492534,0.707491694,0.005660836,0.141212062,0.035289273,0.565068219,4.62E-43,5.56E-43,0.728913603
BP,"Non-cancer illness code, self-reported: psoriasis ",Weighted median,2.095294906,0.758988054,0.005768773,8.127837565,1.836163463,35.97813856,0.952275557,0.905090016,0.168371825
DEP,Childhood obesity ,Weighted median,0.038064446,0.01401128,0.006593632,1.038798177,1.010658741,1.06772109,0.582505292,0.443541838,0.274383991
ED,Primary sclerosing cholangitis ,Weighted mode,0.052874368,0.016382401,0.006608193,1.054297183,1.020981952,1.08869951,0.436436994,0.344160678,0.145430993
DEP,Current employment status: Unemployed,Inverse variance weighted,-0.483594908,0.178252016,0.006668028,0.616562916,0.434756637,0.874396839,0.020930609,0.021723653,0.852825766
DEP,Current employment status: Unemployed,Inverse variance weighted,-0.483594908,0.178252016,0.006668028,0.616562916,0.434756637,0.874396839,0.020930609,0.021723653,0.852825766
DEP,Educational attainment,MR Egger,0.105538501,0.038877962,0.006691603,1.11130889,1.029772285,1.199301503,0.04184904,0.040477225,0.177159832
ANX,Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia') ,Wald ratio,60.5882028,22.34458543,0.006697177,2.06E+26,19634825.47,2.15E+45,NA,NA,NA
PTSD,Educational attainment,Weighted median,0.199023283,0.073685349,0.006913372,1.220210376,1.056118082,1.409798191,2.71E-14,1.31E-14,0.011722259
ALZ,Part of a multiple birth ,Wald ratio,14.58477205,5.411311186,0.007033835,2158171.838,53.44227639,87153953706,NA,NA,NA
SCZ,"Non-cancer illness code, self-reported: irritable bowel syndrome ",Wald ratio,13.70773242,5.091849125,0.00710051,897826.768,41.58369465,19384831292,NA,NA,NA
ED,Fresh fruit intake ,Inverse variance weighted,-0.934394654,0.348086163,0.007266501,0.392823588,0.198564055,0.777131444,8.33E-09,1.14E-08,0.641094878
SCZ,Primary sclerosing cholangitis ,Weighted median,-0.047592396,0.017761946,0.007374135,0.953522367,0.920898173,0.987302323,0.000522623,0.000142129,0.183882486
SCZ,Type 1 diabetes ,MR Egger,-0.030257039,0.010687131,0.007374669,0.970196123,0.950085008,0.990732944,2.89E-07,1.77E-07,0.2824836
ADHD,"Diagnoses - secondary ICD10: E66.9 Obesity, unspecified ",Inverse variance weighted,10.85440051,4.068226587,0.007628349,51761.4276,17.82632682,150297109.1,NA,0.99336748,NA
OCD,Nitrogen dioxide air pollution; 2010 ,Weighted median,-2.835111241,1.064511282,0.007737875,0.058711994,0.007287802,0.472995631,0.159708749,0.105087445,0.241107647
ADHD,Birth weight ,Weighted median,-0.179830051,0.067681144,0.007883512,0.835412177,0.731626535,0.953920439,0.001004909,0.001160894,0.633601676
DEP,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Inverse variance weighted,-0.493825343,0.186326825,0.008041604,0.610287365,0.423574477,0.879303848,0.099622228,0.10105084,0.485657442
SCZ,Extraversion,Inverse variance weighted,0.003556006,0.001343001,0.008101594,1.003562336,1.000924151,1.006207475,0.000671339,0.000686228,0.443857218
SCZ,Primary sclerosing cholangitis ,Inverse variance weighted,-0.05645839,0.021332023,0.008129353,0.94510581,0.906404907,0.98545913,0.000522623,0.000142129,0.183882486
DEP,Qualifications: College or University degree ,Simple mode,-0.751257137,0.282423114,0.008348725,0.471773096,0.271225028,0.820609573,0.299161324,0.311386341,0.634434752
ADHD,Current employment status: Unemployed,Inverse variance weighted,-1.055920305,0.400626799,0.008397118,0.347872131,0.158635076,0.762851587,1.31E-27,1.37E-27,0.437673351
ADHD,Current employment status: Unemployed,Inverse variance weighted,-1.055920305,0.400626799,0.008397118,0.347872131,0.158635076,0.762851587,1.31E-27,1.37E-27,0.437673351
ADHD,Trauma exposure ,Weighted median,0.281931146,0.107047678,0.008446083,1.325687438,1.074781835,1.635166436,0.399724107,0.007397481,0.045065228
OCD,Unable to work because of sickness or disability,Inverse variance weighted,-1.623440707,0.618023388,0.008618506,0.197218958,0.058732235,0.662248202,0.000254644,0.000252594,0.299104165
ANX,Educational attainment,Weighted median,0.378752927,0.145331796,0.009157285,1.46046215,1.098452759,1.941776445,7.40E-79,6.12E-79,0.267199899
ED,Caffeine,Inverse variance weighted,1.351532487,0.51922289,0.009241439,3.863341517,1.396341529,10.68893775,0.165535111,0.165958161,0.347532961
ADHD,Maternal smoking around birth ,Weighted mode,4.533604252,1.509138049,0.00947417,93.09348953,4.83409375,1792.765768,0.000455772,0.000101393,0.17534613
SCZ,Age at first birth ,MR Egger,0.605213736,0.224161653,0.009806169,1.831643655,1.180404169,2.842177762,3.09E-13,1.34E-13,0.278809734
DEP,Qualifications: College or University degree ,Weighted mode,-0.689458969,0.266250683,0.010208725,0.501847511,0.297806805,0.845685591,0.299161324,0.311386341,0.634434752
BP,Maternal smoking around birth ,Weighted median,1.760189489,0.685495487,0.010235731,5.813538892,1.516823483,22.28158703,0.067074821,0.092865791,0.956658032
BP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Inverse variance weighted,2.580068021,1.008827037,0.01054297,13.19803587,1.827167637,95.33233152,0.612910785,0.654853856,0.48418943
BP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Inverse variance weighted,2.580068021,1.008827037,0.01054297,13.19803587,1.827167637,95.33233152,0.612910785,0.654853856,0.48418943
PTSD,Body mass index (BMI) ,Simple mode,0.601124038,0.23422759,0.010610189,1.824168083,1.152620403,2.886977521,6.63E-60,1.01E-59,0.813425492
PTSD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Inverse variance weighted,-0.013448247,0.005276916,0.010818581,0.986641777,0.976489772,0.996899325,0.164875089,0.156295631,0.070420239
ADHD,Maternal smoking around birth ,Weighted mode,4.533604252,1.546232751,0.010927587,93.09348953,4.495100654,1927.965236,0.000455772,0.000101393,0.17534613
ASD,Trauma exposure ,Inverse variance weighted,0.21898553,0.086505643,0.011358894,1.244813264,1.050676739,1.474820947,0.842767246,0.86714041,0.555428028
BP,"Non-cancer illness code, self-reported: psoriasis ",Weighted mode,2.166948459,0.775555778,0.011988342,8.731598515,1.909533811,39.92640098,0.952275557,0.905090016,0.168371825
PTSD,Mother's age at death ,Inverse variance weighted,-1.629455103,0.649375251,0.012098241,0.196036365,0.054900622,0.699996733,NA,0.990110638,NA
SCZ,Intelligence ,Weighted median,-0.201378509,0.080402104,0.01225753,0.817602903,0.698397655,0.95715457,6.21E-49,1.56E-49,0.232036593
ED,Serum 25-Hydroxyvitamin D levels ,Simple mode,0.612854356,0.241531451,0.01281493,1.84569215,1.14964444,2.96315921,4.60E-05,9.74E-06,0.021248455
BP,Maternal smoking around birth ,Weighted median,1.760189489,0.707351824,0.012831156,5.813538892,1.453217282,23.25683492,0.067074821,0.092865791,0.956658032
ADHD,Childhood obesity ,Weighted median,0.089812092,0.036181762,0.013055653,1.093968699,1.019075495,1.174365904,0.088940498,0.008417778,0.167232227
ED,Trauma exposure ,Inverse variance weighted,-0.332862855,0.134264448,0.013169275,0.716868502,0.550999613,0.932669349,0.715846263,0.777849379,0.565530554
BP,Age-related hearing impairment (MTAG) ,Inverse variance weighted,-0.391253673,0.158854325,0.013779087,0.676208598,0.495291822,0.923209405,0.547121163,0.600284545,0.791362667
SCZ,Body mass index (BMI) ,MR Egger,0.356287699,0.1452158,0.014540262,1.428018329,1.074295106,1.898208728,6.63E-60,1.01E-59,0.813425492
DEP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,3.154233261,1.047560815,0.014691392,23.43506163,3.007213985,182.6282121,0.355063156,0.444063915,0.731465866
ANX,Neuroticism score ,Weighted mode,0.514149651,0.208037769,0.014976686,1.67221593,1.112261827,2.514071821,0.116157396,0.088506609,0.078855935
DEP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,2.995467916,0.998846248,0.014982387,19.99471355,2.822799915,141.6283768,0.355063156,0.444063915,0.731465866
PTSD,Age at first birth ,Weighted median,-0.126826325,0.052145285,0.01500856,0.880886647,0.795303812,0.975679072,3.09E-13,1.34E-13,0.278809734
DEP,Body mass index (BMI) ,Weighted mode,0.115176244,0.047360996,0.015431863,1.122071178,1.022600295,1.231217843,2.57E-14,3.16E-14,0.736769716
BP,Primary sclerosing cholangitis ,MR Egger,-0.07388935,0.026878696,0.015675943,0.928774457,0.881111065,0.979016184,0.316985214,0.391643836,0.843794435
PTSD,"Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault to yourself ",Inverse variance weighted,7.27084944,3.015366645,0.015897273,1437.771235,3.899041742,530177.9926,NA,0.581684098,NA
OCD,Qualifications: College or University degree ,Weighted median,-1.060645264,0.441460957,0.016279873,0.346232327,0.145743254,0.822520569,7.01E-11,6.87E-12,0.008009552
ADHD,Tea intake ,Simple mode,-0.745683341,0.297873277,0.016717339,0.474410005,0.264605573,0.850567319,9.24E-09,1.34E-08,0.66879725
SCZ,Autoimmune diseases ,Weighted mode,-0.106397397,0.042700955,0.016850855,0.89906729,0.826883662,0.97755226,2.74E-05,3.77E-05,0.700159744
ADHD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,5.517869009,1.691746172,0.017213386,249.1036336,9.043502209,6861.569647,0.000731059,0.000784041,0.543584028
SCZ,Qualifications: College or University degree ,MR Egger,1.965294655,0.821502044,0.017499814,7.137015238,1.426395523,35.7102821,3.43E-52,4.00E-52,0.530344877
ADHD,Childhood obesity ,Inverse variance weighted,0.103752901,0.04381164,0.017876884,1.109326308,1.018042928,1.208794661,0.088940498,0.008417778,0.167232227
PTSD,Toxoplasma gondii sag1 antibody levels ,Inverse variance weighted,0.191877175,0.081066985,0.017937941,1.211521703,1.03353595,1.420158472,NA,NA,NA
ASD,Serum 25-Hydroxyvitamin D levels ,Simple mode,0.474783183,0.197761308,0.017977839,1.60766559,1.09108326,2.368828068,0.106031625,0.11572777,0.636334511
DEP,Extraversion,Weighted median,0.002001647,0.000846588,0.018060732,1.002003652,1.000342393,1.003667669,0.209564815,0.211052289,0.406035228
ANX,smoking initiation ,Inverse variance weighted,0.313404853,0.132822477,0.018295787,1.368075288,1.054506408,1.774887264,0.40086885,0.431189543,0.98282675
SCZ,"Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault of a close relative ",Wald ratio,-5.50884552,2.34586482,0.01885822,0.004050781,4.08E-05,0.402141817,NA,NA,NA
ADHD,"Congenital malformations, deformations and chromosomal abnormalities ",Wald ratio,-24.53758088,10.45034948,0.018873744,2.21E-11,2.81E-20,0.017337285,NA,NA,NA
PTSD,Congenital cytomegalovirus infection,Inverse variance weighted,-0.172507605,0.073589297,0.019068238,0.841551889,0.728518232,0.972123347,0.827789188,0.898879598,0.740545056
ALZ,Intelligence ,Weighted median,-0.174785748,0.074953718,0.019705129,0.839636895,0.724919231,0.972508502,3.88E-09,4.32E-09,0.491761243
DEP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,3.154233261,1.12146664,0.020290826,23.43506163,2.601683269,211.0949169,0.355063156,0.444063915,0.731465866
ASD,Trauma exposure ,Weighted median,0.231775898,0.10042856,0.021006459,1.260837141,1.035553349,1.53513124,0.842767246,0.86714041,0.555428028
ED,Primary sclerosing cholangitis ,Simple mode,0.080848484,0.030883881,0.021273974,1.084206609,1.020523853,1.151863299,0.436436994,0.344160678,0.145430993
BP,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Simple mode,-48.81519679,14.75776014,0.021292723,6.31E-22,1.73E-34,2.30E-09,NA,NA,NA
ASD,Fresh fruit intake ,Weighted median,0.891343198,0.387741455,0.021515838,2.43840271,1.140389586,5.213839069,0.42998587,0.416829906,0.253656155
SCZ,Type 1 diabetes ,Inverse variance weighted,-0.016427658,0.007154638,0.021671006,0.98370654,0.970008205,0.997598321,2.89E-07,1.77E-07,0.2824836
ADHD,Current employment status: Retired,Weighted median,0.310997568,0.135676665,0.021894311,1.364785902,1.046102449,1.780552717,6.63E-12,6.82E-12,0.41326421
ED,Trauma exposure ,Weighted median,-0.301321427,0.131870239,0.022313748,0.73983993,0.57133069,0.958049571,0.715846263,0.777849379,0.565530554
SCZ,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",MR Egger,-1.922687521,0.841720288,0.022465824,0.146213482,0.028086695,0.761156907,1.16E-08,1.08E-08,0.194371799
ADHD,Neuroticism score ,Weighted mode,0.192224895,0.08306414,0.022498596,1.211943046,1.0298562,1.426224309,1.82E-12,2.46E-12,0.677211234
ADHD,Sleeplessness / insomnia ,Inverse variance weighted,0.747404001,0.327808753,0.022607681,2.111511414,1.110598262,4.014485348,7.23E-19,7.99E-19,0.546926226
OCD,Nitrogen dioxide air pollution; 2010 ,Inverse variance weighted,-1.998192904,0.879030078,0.023015382,0.135580068,0.024207522,0.759348879,0.159708749,0.105087445,0.241107647
ASD,Neuroticism score ,Inverse variance weighted,0.090737394,0.040008793,0.023333091,1.094981419,1.012396366,1.184303252,0.116157396,0.088506609,0.078855935
ADHD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,5.517869009,1.826760133,0.023379744,249.1036336,6.940814622,8940.250337,0.000731059,0.000784041,0.543584028
DEP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,2.995467916,1.100508735,0.02353474,19.99471355,2.312827485,172.8570646,0.355063156,0.444063915,0.731465866
SCZ,Mineral and other dietary supplements: Zinc ,Inverse variance weighted,4.775730099,2.110094536,0.02361857,118.5968705,1.896376212,7416.892067,0.258146543,0.516714562,0.886047001
PTSD,Body mass index (BMI) ,Weighted mode,0.320537554,0.141160271,0.02365228,1.377868244,1.044839644,1.817045236,6.63E-60,1.01E-59,0.813425492
BP,"Non-cancer illness code, self-reported: irritable bowel syndrome ",Wald ratio,12.64893428,5.598730033,0.0238678,311431.3725,5.341056155,18159236108,NA,NA,NA
ANX,Age at first birth ,Inverse variance weighted,-0.160636001,0.071197089,0.024057116,0.851601997,0.740683185,0.979131126,0.293866787,0.306261809,0.438959952
ALZ,Educational attainment,Weighted median,0.115460937,0.051285546,0.024364337,1.12239067,1.015053446,1.241078311,0.39439718,0.459025409,0.673752198
BP,"Non-cancer illness code, self-reported: psoriasis ",Inverse variance weighted,1.953882,0.868748161,0.024507562,7.056025975,1.28548439,38.73053843,0.952275557,0.905090016,0.168371825
